Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Borough,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,GGMC Ruppert Car Park - Tesla Destination,245 E 90th St,,New York,NY,10128,Manhattan,,212-722-0188  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.78098,-73.951145,10/6/2022,115066,2023-01-18 15:15:20 UTC,P,,,1/8/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,iPark NYC 246 E 45 Street - Tesla Destination,246 E 45th St,,New York,NY,10017,Manhattan,,212-599-8658  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.751847,-73.971348,10/6/2022,115067,2023-01-18 15:15:20 UTC,P,,,5/31/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,iPark NYC 250 West Parking - Tesla Destination,250 W 19th St,,New York,NY,10011,Manhattan,,212-627-1704  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.742407,-73.999351,10/6/2022,115068,2023-01-18 15:15:20 UTC,P,,,5/21/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Quik Park Columbia Garage LLC - Tesla Destination,250 W. 97th St,,New York,NY,10025,Manhattan,,212-864-9352  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.795624,-73.971961,10/6/2022,115069,2023-01-18 15:15:20 UTC,P,,,3/14/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Quik Park 40 Riverside Blvd - Tesla Destination,251 W 62nd St,,New York,NY,10282,Manhattan,,212-247-9899  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.77373,-73.989713,10/6/2022,115070,2023-01-18 15:15:20 UTC,P,,,7/7/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Rapidpark 25-27 Beekman Street - Tesla Destination,25-27 Beekman St,,New York,NY,10038,Manhattan,,212-766-0871  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.710786,-74.006017,10/6/2022,115071,2023-01-18 15:15:20 UTC,P,,,6/13/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Rapidpark 254 W 79th Street - Tesla Destination,254 W 79th St,,New York,NY,10024,Manhattan,,212-580-1876  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.78411,-73.980641,10/6/2022,115072,2023-01-18 15:15:20 UTC,P,,,6/13/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,MPG 266 E 97 St - Tesla Destination,266 E 97th St,,New York,NY,10021,Manhattan,,212-410-5270  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.785296,-73.947487,10/6/2022,115073,2023-01-18 15:15:20 UTC,P,,,8/17/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Parkit 27 N Moore Street - Tesla Destination,27 N Moore St,,New York,NY,10013,Manhattan,,212-929-9404  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.719869,-74.007447,10/6/2022,115074,2023-01-18 15:15:20 UTC,P,,,11/13/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,iPark 455 Central Park West - Tesla Destination,27 W 105th St,,New York,NY,10025,Manhattan,,212-666-7246  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.797743,-73.960441,10/6/2022,115075,2023-01-18 15:15:20 UTC,P,,,12/21/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Standard Parking 270 Greenwich - Tesla Destination,270 Greenwich St,,New York,NY,10007,Manhattan,,800-836-6666  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.715071,-74.012203,10/6/2022,115076,2023-01-18 15:15:20 UTC,P,,,1/8/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,ABM Parking Services 285 W 50th Street LLC - Tesla Destination,285 W 50th St,,New York,NY,10019,Manhattan,,212-757-6500  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.762411,-73.984495,10/6/2022,115078,2023-01-18 15:15:20 UTC,P,,,3/10/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Parkright 39 E 29th Street - Tesla Destination,29 East 29th St,,New York,NY,10016,Manhattan,,212-247-7303  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.744244,-73.984116,10/6/2022,115079,2023-01-18 15:15:20 UTC,P,,,11/13/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking 30 W 63rd St - Tesla Destination,30 W 63rd St,,New York,NY,10023,Manhattan,,212-586-1660  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.770772,-73.981795,10/6/2022,115081,2023-01-18 15:15:20 UTC,P,,,10/20/2016,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,GGMC Parking Connaught - Tesla Destination,300 E 54th St,,New York,NY,10022,Manhattan,,212-223-4891  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.757146,-73.966135,10/6/2022,115082,2023-01-18 15:15:20 UTC,P,,,12/28/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking 300 E 59th Street - Tesla Destination,300 E 59th St,,New York,NY,10022,Manhattan,,212-980-0215  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.760462,-73.964086,10/6/2022,115083,2023-01-18 15:15:20 UTC,P,,,4/30/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,GGMC Parking E 74th Street - Tesla Destination,300 E 74th St,,New York,NY,10021,Manhattan,,212-988-8026  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.769947,-73.956989,10/6/2022,115084,2023-01-18 15:15:20 UTC,P,,,12/28/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking 301 E 57 Street - Tesla Destination,301 E 57th St,,New York,NY,10022,Manhattan,,212-755-6223  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.759127,-73.964684,10/6/2022,115086,2023-01-18 15:15:20 UTC,P,,,4/30/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking 308 Greenwich - Tesla Destination,308 Greenwich St,,New York,NY,10013,Manhattan,,212-227-6940  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.717686,-74.010613,10/6/2022,115088,2023-01-18 15:15:20 UTC,P,,,4/30/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Parkit 310 E 11th Street - Tesla Destination,310 E 11th St,,New York,NY,10003,Manhattan,,212-475-5262  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.730017,-73.985512,10/6/2022,115089,2023-01-18 15:15:20 UTC,P,,,12/27/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Waldorf Astoria New York - Tesla Destination,310 Park Ave,,New York,NY,10022,Manhattan,,212-355-3000  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.756722,-73.97406,10/6/2022,115090,2023-01-18 15:15:20 UTC,P,,,3/19/2015,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Quik Park 311 West Broadway LLC - Tesla Destination,311 W Broadway,,New York,NY,10013,Manhattan,,212-925-2539  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.721801,-74.004237,10/6/2022,115091,2023-01-18 15:15:20 UTC,P,,,3/10/2016,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking 322 23rd Street - Tesla Destination,318-322 E 23rd St,,New York,NY,10010,Manhattan,,212-674-2918  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.737533,-73.980437,10/6/2022,115092,2023-01-18 15:15:20 UTC,P,,,1/8/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Quik Park 32 Debrosses LLC - Tesla Destination,32 Debrosses St,,New York,NY,10013,Manhattan,,212-842-0069  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.723617,-74.010915,10/6/2022,115093,2023-01-18 15:15:20 UTC,P,,,3/10/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Glenwood Belmont Parking - Tesla Destination,320 E 46th St,,New York,NY,10021,Manhattan,,212-599-9495  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.760098,-73.988828,10/6/2022,115094,2023-01-18 15:15:20 UTC,P,,,7/19/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Champion Parking W 57th Street - Tesla Destination,320 W 57th St,,New York,NY,10019,Manhattan,,212-308-5959  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.76696,-73.983569,10/6/2022,115095,2023-01-18 15:15:20 UTC,P,,,5/15/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,GGMC Parking 8 E 33rd St Garage - Tesla Destination,325 East 5th Ave,,New York,NY,10016,Manhattan,,212-725-4102  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.747478,-73.98504,10/6/2022,115096,2023-01-18 15:15:20 UTC,P,,,1/21/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking E 48th Street - Tesla Destination,329 E 48th St,,New York,NY,10017,Manhattan,,877-727-5464  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.753079,-73.968032,10/6/2022,115097,2023-01-18 15:15:20 UTC,P,,,11/13/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking 330 E 39th Street - Tesla Destination,330 E 39th St,,New York,NY,10016,Manhattan,,212-599-8670  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.746851,-73.972901,10/6/2022,115098,2023-01-18 15:15:20 UTC,P,,,4/30/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking 330 W 58th Street - Tesla Destination,330 W 58th St,,New York,NY,10019,Manhattan,,212-245-9634  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.767879,-73.983656,10/6/2022,115099,2023-01-18 15:15:20 UTC,P,,,1/21/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Apple Parking 332 W 11th Street - Tesla Destination,332 W 11th St,,New York,NY,10014,Manhattan,,212-741-9079  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.735597,-74.007693,10/6/2022,115100,2023-01-18 15:15:20 UTC,P,,,3/10/2017,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,iPark NYC 333 E 38th NYU - Tesla Destination,333 E 38th St,,New York,NY,10016,Manhattan,,855-472-7569  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.746565,-73.971591,10/6/2022,115101,2023-01-18 15:15:20 UTC,P,,,12/14/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Standard Parking Gateway Plaza Garage - Tesla Destination,339 South End Ave,,New York,NY,10280,Manhattan,,800-836-6666  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.711145,-74.016332,10/6/2022,115102,2023-01-18 15:15:20 UTC,P,,,8/30/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,MPG 340 East 93rd - Tesla Destination,340 E 93rd St,,New York,NY,10128,Manhattan,,212-490-3460  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.781413,-73.946377,10/6/2022,115103,2023-01-18 15:15:20 UTC,P,,,5/23/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Rapidpark 340 94th Street - Tesla Destination,340 E 94th St,,New York,NY,10128,Manhattan,,212-369-8681  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.782091,-73.946029,10/6/2022,115104,2023-01-18 15:15:20 UTC,P,,,8/23/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Rapidpark 35 E 75th Street - Tesla Destination,35 E 75th St,,New York,NY,10021,Manhattan,,917-675-6906  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.77364,-73.963722,10/6/2022,115106,2023-01-18 15:15:20 UTC,P,,,8/17/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,"The Carlyle Hotel, A Rosewood Hotel - Tesla Destination",35 E 76th St,,New York,NY,10021,Manhattan,,212-744-1600  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.77438,-73.963157,10/6/2022,115107,2023-01-18 15:15:20 UTC,P,,,9/25/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Quik Park 82nd Street LLC - Tesla Destination,350 E. 82nd St,,New York,NY,10028,Manhattan,,212-352-0514  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.774511,-73.952039,10/6/2022,115108,2023-01-18 15:15:20 UTC,P,,,11/20/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,GGMC Parking 350 W 43rd Street Garage - Tesla Destination,350 West 43rd St,,New York,NY,10036,Manhattan,,212-315-1646  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.758586,-73.991341,10/6/2022,115109,2023-01-18 15:15:20 UTC,P,,,1/21/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Rapidpark 351 East 83rd - Tesla Destination,351 E 83rd,,New York,NY,10028,Manhattan,,212-265-7854  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.775123,-73.951193,10/6/2022,115110,2023-01-18 15:15:20 UTC,P,,,5/24/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking 35-39 East 61st Street - Tesla Destination,35-39 E 61st St,,New York,NY,10021,Manhattan,,212-980-3057  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.764617,-73.969764,10/6/2022,115111,2023-01-18 15:15:20 UTC,P,,,10/13/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon 376 Greenwich Street - Tesla Destination,376 Greenwich St,,New York,NY,10013,Manhattan,,212-227-7035  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.719825,-74.010137,10/6/2022,115112,2023-01-18 15:15:20 UTC,P,,,7/17/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,iPark NYU 377 E 33rd Street - Tesla Destination,377 E 33rd St,,New York,NY,10016,Manhattan,,212-532-3721  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.743405,-73.974735,10/6/2022,115113,2023-01-18 15:15:20 UTC,P,,,8/23/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking 111 8th Ave Parking - Tesla Destination,385 W 15th St,,New York,NY,10011,Manhattan,,212-929-8164  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.741515,-74.004608,10/6/2022,115114,2023-01-18 15:15:20 UTC,P,,,1/24/2017,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking Wall Park - Tesla Destination,39 Exchange Pl,,New York,NY,10005,Manhattan,,212-825-0700  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.705922,-74.010175,10/6/2022,115116,2023-01-18 15:15:20 UTC,P,,,12/29/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,GGMC Parking Carnegie Garage - Tesla Destination,40 E 94th St,,New York,NY,10128,Manhattan,,212-369-9304  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.78567,-73.954593,10/6/2022,115117,2023-01-18 15:15:20 UTC,P,,,8/21/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,City Parking RL Mercer Street - Tesla Destination,40 Mercer St,,New York,NY,10025,Manhattan,,212-219-3413  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.721437,-74.001238,10/6/2022,115118,2023-01-18 15:15:20 UTC,P,,,6/16/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking 40 W 26th Street - Tesla Destination,40 W 26th St,,New York,NY,10010,Manhattan,,212-206-8749  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.744467,-73.990662,10/6/2022,115119,2023-01-18 15:15:20 UTC,P,,,4/30/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,iPark NYC 400 E 35th NYU - Tesla Destination,400 E 35th St,,New York,NY,10016,Manhattan,,855-472-7569  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.743971,-73.971882,10/6/2022,115120,2023-01-18 15:15:20 UTC,P,,,10/7/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Liberty View Parking - Tesla Destination,400 Murray St,,New York,NY,10016,Manhattan,,212-842-2305  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.716079,-74.015929,10/6/2022,115121,2023-01-18 15:15:20 UTC,P,,,6/13/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Champion Parking 113 LLC - Tesla Destination,400 W 113th St,,New York,NY,10025,Manhattan,,212-663-0113  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.80443,-73.961373,10/6/2022,115122,2023-01-18 15:15:20 UTC,P,,,2/22/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Propark 401 W 110th Street - Tesla Destination,401 W 110th St,,New York,NY,10025,Manhattan,,212-864-7164  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.802151,-73.961705,10/6/2022,115123,2023-01-18 15:15:20 UTC,P,,,8/23/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Parkit 403 Lafayette St. - Tesla Destination,403 Lafayette St,,New York,NY,10003,Manhattan,,212-254-1263  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.728287,-73.992746,10/6/2022,115124,2023-01-18 15:15:20 UTC,P,,,5/21/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,iPark 41 E 85th Street - Tesla Destination,41 E 85th St,,New York,NY,10028,Manhattan,,212-472-4713  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.779876,-73.958579,10/6/2022,115125,2023-01-18 15:15:20 UTC,P,,,10/20/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Rapidpark 411 W 55th Street - Tesla Destination,411 W 55th St,,New York,NY,10019,Manhattan,,212-265-7854  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.766971,-73.987441,10/6/2022,115126,2023-01-18 15:15:20 UTC,P,,,7/17/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking Sutton 53 - Tesla Destination,417 E 53rd St,,New York,NY,10022,Manhattan,,212-644-6312  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.755363,-73.963841,10/6/2022,115128,2023-01-18 15:15:20 UTC,P,,,1/9/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking Independent - Tesla Destination,417 E 71st St,,New York,NY,10021,Manhattan,,212-288-6874  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.766708,-73.955483,10/6/2022,115129,2023-01-18 15:15:20 UTC,P,,,8/30/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,GMC Parking 420 E 53rd - Tesla Destination,420 E 53rd St,,New York,NY,10022,Manhattan,,212-759-5290  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.755289,-73.963804,10/6/2022,115130,2023-01-18 15:15:20 UTC,P,,,8/10/2018,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
